Applied Nodal Loadvector Loadcase      2
  Node     PXX[N]     PYY[N]     PZZ[N]    MXX[Nm]    MYY[Nm]    MZZ[Nm]
  3687       0.00       0.00    -459.45       0.00       0.00       0.00
  3688       0.00       0.00    -185.97       0.00       0.00       0.00
  3689       0.00       0.00    -216.85       0.00       0.00       0.00
  3690       0.00       0.00    -250.82       0.00       0.00       0.00
  3691       0.00       0.00    -325.44       0.00       0.00       0.00
  3692       0.00       0.00    -100.39       0.00       0.00       0.00
  3693       0.00       0.00    -112.80       0.00       0.00       0.00
  3694       0.00       0.00    -128.14       0.00       0.00       0.00
  3695       0.00       0.00    -161.01       0.00       0.00       0.00
  3696       0.00       0.00    -217.46       0.00       0.00       0.00
  3697       0.00       0.00    -395.55       0.00       0.00       0.00
  3698       0.00       0.00    -235.87       0.00       0.00       0.00
  3699       0.00       0.00    -217.49       0.00       0.00       0.00
  3700       0.00       0.00    -185.20       0.00       0.00       0.00
  3701       0.00       0.00    -164.06       0.00       0.00       0.00
  3702       0.00       0.00    -156.06       0.00       0.00       0.00
  3703       0.00       0.00    -132.59       0.00       0.00       0.00
  3704       0.00       0.00    -100.27       0.00       0.00       0.00
  3708       0.00       0.00     -57.09       0.00       0.00       0.00
  3709       0.00       0.00     -79.64       0.00       0.00       0.00
  3710       0.00       0.00    -140.78       0.00       0.00       0.00
  3711       0.00       0.00     -75.46       0.00       0.00       0.00
  3712       0.00       0.00     -62.67       0.00       0.00       0.00
  3713       0.00       0.00     -52.19       0.00       0.00       0.00
  3717       0.00       0.00     -50.46       0.00       0.00       0.00
  3718       0.00       0.00     -85.40       0.00       0.00       0.00
  3719       0.00       0.00     -61.98       0.00       0.00       0.00
  3756       0.00       0.00    -102.78       0.00       0.00       0.00
  3757       0.00       0.00    -122.82       0.00       0.00       0.00
  3758       0.00       0.00    -124.96       0.00       0.00       0.00
  3759       0.00       0.00    -151.52       0.00       0.00       0.00
  3760       0.00       0.00     -73.06       0.00       0.00       0.00
  3761       0.00       0.00     -66.08       0.00       0.00       0.00
  3762       0.00       0.00     -59.95       0.00       0.00       0.00
  3763       0.00       0.00    -249.02       0.00       0.00       0.00
  3764       0.00       0.00    -318.61       0.00       0.00       0.00
  3765       0.00       0.00    -378.95       0.00       0.00       0.00
  3766       0.00       0.00    -449.09       0.00       0.00       0.00
  3767       0.00       0.00    -886.96       0.00       0.00       0.00
  3768       0.00       0.00    -629.33       0.00       0.00       0.00
  3769       0.00       0.00    -637.32       0.00       0.00       0.00
  3770       0.00       0.00    -672.61       0.00       0.00       0.00
  3771       0.00       0.00    -719.90       0.00       0.00       0.00
  3772       0.00       0.00    -729.59       0.00       0.00       0.00
  3773       0.00       0.00    -999.22       0.00       0.00       0.00
  3774       0.00       0.00    -476.82       0.00       0.00       0.00
  3775       0.00       0.00    -934.61       0.00       0.00       0.00
  3776       0.00       0.00    -487.20       0.00       0.00       0.00
  3777       0.00       0.00    -995.04       0.00       0.00       0.00
  3778       0.00       0.00    -695.77       0.00       0.00       0.00
  3779       0.00       0.00    -686.54       0.00       0.00       0.00
  3780       0.00       0.00    -640.23       0.00       0.00       0.00
  3781       0.00       0.00    -547.61       0.00       0.00       0.00
  3782       0.00       0.00    -464.42       0.00       0.00       0.00
  3783       0.00       0.00    -389.80       0.00       0.00       0.00
  3784       0.00       0.00    -314.82       0.00       0.00       0.00
  3785       0.00       0.00    -266.52       0.00       0.00       0.00
  3786       0.00       0.00    -245.92       0.00       0.00       0.00
  3787       0.00       0.00    -233.77       0.00       0.00       0.00
  3788       0.00       0.00    -212.57       0.00       0.00       0.00
  3789       0.00       0.00    -180.35       0.00       0.00       0.00
  3790       0.00       0.00    -134.16       0.00       0.00       0.00
  3826       0.00       0.00     -52.23       0.00       0.00       0.00
  3827       0.00       0.00     -90.92       0.00       0.00       0.00
  3829       0.00       0.00     -81.76       0.00       0.00       0.00
  3830       0.00       0.00     -79.17       0.00       0.00       0.00
  3831       0.00       0.00     -77.42       0.00       0.00       0.00
  3832       0.00       0.00     -73.60       0.00       0.00       0.00
  3833       0.00       0.00    -241.56       0.00       0.00       0.00
  3834       0.00       0.00    -202.89       0.00       0.00       0.00
  3835       0.00       0.00    -191.30       0.00       0.00       0.00
  3836       0.00       0.00    -179.03       0.00       0.00       0.00
  3837       0.00       0.00    -602.87       0.00       0.00       0.00
  3838       0.00       0.00    -477.25       0.00       0.00       0.00
  3839       0.00       0.00    -445.92       0.00       0.00       0.00
  3840       0.00       0.00    -435.36       0.00       0.00       0.00
  3841       0.00       0.00    -465.51       0.00       0.00       0.00
  3842       0.00       0.00    -181.09       0.00       0.00       0.00
  3843       0.00       0.00    -134.50       0.00       0.00       0.00
  3844       0.00       0.00    -159.89       0.00       0.00       0.00
  3845       0.00       0.00    -202.10       0.00       0.00       0.00
  3846       0.00       0.00    -249.54       0.00       0.00       0.00
  3847       0.00       0.00    -437.88       0.00       0.00       0.00
  3848       0.00       0.00    -194.49       0.00       0.00       0.00
  3849       0.00       0.00    -145.36       0.00       0.00       0.00
  3850       0.00       0.00    -106.87       0.00       0.00       0.00
  3851       0.00       0.00     -71.40       0.00       0.00       0.00
  3853       0.00       0.00     -73.69       0.00       0.00       0.00
  3859       0.00       0.00     -97.98       0.00       0.00       0.00
  3860       0.00       0.00    -130.74       0.00       0.00       0.00
  3861       0.00       0.00    -142.24       0.00       0.00       0.00
  3862       0.00       0.00    -155.22       0.00       0.00       0.00
  3863       0.00       0.00    -206.07       0.00       0.00       0.00
  3864       0.00       0.00    -274.54       0.00       0.00       0.00
  3865       0.00       0.00    -309.59       0.00       0.00       0.00
  3866       0.00       0.00    -335.28       0.00       0.00       0.00
  3867       0.00       0.00    -369.36       0.00       0.00       0.00
  3868       0.00       0.00    -393.21       0.00       0.00       0.00
  3869       0.00       0.00    -441.30       0.00       0.00       0.00
  3870       0.00       0.00    -703.70       0.00       0.00       0.00
  3871       0.00       0.00    -346.23       0.00       0.00       0.00
  3872       0.00       0.00    -746.20       0.00       0.00       0.00
  3873       0.00       0.00    -457.17       0.00       0.00       0.00
  3874       0.00       0.00    -358.17       0.00       0.00       0.00
  3875       0.00       0.00    -276.92       0.00       0.00       0.00
  3876       0.00       0.00    -219.42       0.00       0.00       0.00
  3877       0.00       0.00    -172.13       0.00       0.00       0.00
  3878       0.00       0.00    -136.63       0.00       0.00       0.00
  3879       0.00       0.00    -104.79       0.00       0.00       0.00
  3880       0.00       0.00     -73.86       0.00       0.00       0.00
  3882       0.00       0.00     -56.85       0.00       0.00       0.00
  3883       0.00       0.00     -62.37       0.00       0.00       0.00
  3884       0.00       0.00     -55.32       0.00       0.00       0.00
  3891       0.00       0.00     -60.56       0.00       0.00       0.00
  3892       0.00       0.00     -56.41       0.00       0.00       0.00
  3895       0.00       0.00     -61.99       0.00       0.00       0.00
  3896       0.00       0.00     -54.44       0.00       0.00       0.00
  4016       0.00       0.00     -62.31       0.00       0.00       0.00
  4017       0.00       0.00     -67.10       0.00       0.00       0.00
  4018       0.00       0.00     -66.40       0.00       0.00       0.00
  4022       0.00       0.00     -78.52       0.00       0.00       0.00
  4023       0.00       0.00    -107.83       0.00       0.00       0.00
  4024       0.00       0.00    -126.51       0.00       0.00       0.00
  4025       0.00       0.00    -148.41       0.00       0.00       0.00
  4026       0.00       0.00    -176.17       0.00       0.00       0.00
  4027       0.00       0.00    -199.34       0.00       0.00       0.00
  4028       0.00       0.00    -284.63       0.00       0.00       0.00
  4029       0.00       0.00    -186.69       0.00       0.00       0.00
  4030       0.00       0.00    -175.66       0.00       0.00       0.00
  4031       0.00       0.00    -165.81       0.00       0.00       0.00
  4032       0.00       0.00    -163.37       0.00       0.00       0.00
  4033       0.00       0.00    -161.71       0.00       0.00       0.00
  4034       0.00       0.00    -151.65       0.00       0.00       0.00
  4035       0.00       0.00    -131.15       0.00       0.00       0.00
  4036       0.00       0.00    -128.47       0.00       0.00       0.00
  4037       0.00       0.00    -136.37       0.00       0.00       0.00
  4038       0.00       0.00    -184.85       0.00       0.00       0.00
  4039       0.00       0.00    -112.33       0.00       0.00       0.00
  4040       0.00       0.00     -64.70       0.00       0.00       0.00
  4041       0.00       0.00    -229.08       0.00       0.00       0.00
  4042       0.00       0.00    -185.46       0.00       0.00       0.00
  4043       0.00       0.00    -132.37       0.00       0.00       0.00
  4044       0.00       0.00     -96.68       0.00       0.00       0.00
  4045       0.00       0.00    -139.34       0.00       0.00       0.00
  4046       0.00       0.00    -183.16       0.00       0.00       0.00
  4047       0.00       0.00    -232.75       0.00       0.00       0.00
  4048       0.00       0.00    -290.90       0.00       0.00       0.00
